EmployeeID,FirstName,LastName,Gender,Age,Department,JobRole,Education,MaritalStatus,Salary,Experience,JoiningDate,PerformanceRating,Attrition,Overtime,WorkMode,State,Manager,AgeGroup,SalaryBand,ExperienceLevel,Tenure,JoiningYear
EMP02413,Aditya,Rao,Male,24,Sales,Sales Manager,Diploma,Divorced,621325,3,2023-08-31,2,No,No,Hybrid,Telangana,N. Gupta,21-30,Medium,Junior,2.8,2023
EMP02414,Aarav,Mishra,Male,45,Marketing,Digital Marketer,MBA,Single,1071718,16,2020-09-18,3,Yes,Yes,Remote,Tamil Nadu,N. Gupta,41-50,High,Senior,5.8,2020
EMP02415,Ananya,Yadav,Male,35,Operations,Operations Manager,Master,Divorced,975087,13,2020-02-10,4,No,Yes,Office,Andhra Pradesh,P. Rao,31-40,High,Senior,6.4,2020
EMP02416,Kavya,Naidu,Male,36,Marketing,Marketing Executive,Bachelor,Single,785158,8,2019-07-25,2,No,No,Remote,Telangana,S. Reddy,31-40,Medium,Mid-Level,7,2019
EMP02417,Ananya,Joshi,Male,36,HR,HR Executive,MBA,Single,852556,12,2018-06-09,4,Yes,Yes,Office,Andhra Pradesh,S. Reddy,31-40,High,Senior,8.1,2018
EMP02418,Aditya,Patel,Female,44,IT,System Admin,Bachelor,Single,1328725,20,2018-12-24,4,No,No,Office,Andhra Pradesh,N. Gupta,41-50,Very High,Senior,7.5,2018
EMP02419,Ananya,Reddy,Female,38,Marketing,Digital Marketer,Diploma,Divorced,979582,15,2015-05-29,2,No,Yes,Hybrid,Tamil Nadu,N. Gupta,31-40,High,Senior,11.1,2015
EMP02420,Kiran,Yadav,Male,21,Operations,Operations Executive,MBA,Married,503788,0,2022-09-08,2,No,No,Remote,Telangana,A. Sharma,21-30,Medium,Fresher,3.8,2022
EMP02421,Ishita,Reddy,Male,29,IT,System Admin,Diploma,Divorced,734532,3,2024-10-06,4,No,Yes,Office,Delhi,K. Singh,21-30,Medium,Junior,1.7,2024
EMP02422,Priya,Sharma,Male,23,Marketing,Digital Marketer,Master,Divorced,513259,0,2015-09-29,3,No,No,Remote,Delhi,N. Gupta,21-30,Medium,Fresher,10.8,2015
EMP02423,Aarav,Sharma,Female,39,HR,HR Executive,Master,Single,749946,9,2023-07-14,3,Yes,No,Hybrid,Delhi,R. Mehta,31-40,Medium,Mid-Level,3,2023
EMP02424,Rahul,Reddy,Male,30,Marketing,Marketing Executive,Bachelor,Single,614497,4,2015-12-18,5,No,No,Hybrid,Tamil Nadu,N. Gupta,21-30,Medium,Junior,10.6,2015
EMP02425,Arjun,Das,Male,34,Finance,Financial Analyst,Diploma,Married,773194,5,2015-08-06,3,No,No,Remote,Andhra Pradesh,R. Mehta,31-40,Medium,Junior,10.9,2015
EMP02426,Meera,Gupta,Female,44,Sales,Sales Manager,Master,Married,1082786,17,2019-03-27,2,Yes,Yes,Hybrid,Telangana,R. Mehta,41-50,High,Senior,7.3,2019
EMP02427,Kiran,Kapoor,Male,31,IT,Senior Developer,MBA,Divorced,730153,1,2022-07-31,4,No,Yes,Office,Karnataka,S. Reddy,31-40,Medium,Fresher,3.9,2022
EMP02428,Meera,Kumar,Female,23,HR,HR Manager,Master,Divorced,534920,2,2015-01-22,2,No,No,Hybrid,Tamil Nadu,P. Rao,21-30,Medium,Fresher,11.5,2015
EMP02429,Aarav,Rao,Male,35,Sales,Sales Executive,Bachelor,Divorced,781087,7,2016-02-10,4,No,No,Hybrid,Tamil Nadu,A. Sharma,31-40,Medium,Mid-Level,10.4,2016
EMP02430,Aditya,Naidu,Male,27,Operations,Operations Manager,Diploma,Single,591838,1,2015-03-05,3,No,Yes,Hybrid,Delhi,N. Gupta,21-30,Medium,Fresher,11.3,2015
EMP02431,Sai,Sharma,Female,33,Sales,Sales Executive,Bachelor,Single,634562,4,2020-04-19,2,No,Yes,Office,Andhra Pradesh,S. Reddy,31-40,Medium,Junior,6.2,2020
EMP02432,Neha,Sharma,Male,37,Finance,Accountant,MBA,Single,1075246,13,2015-11-20,2,No,Yes,Hybrid,Karnataka,R. Mehta,31-40,High,Senior,10.6,2015
EMP02433,Priya,Rao,Female,45,HR,HR Manager,Diploma,Divorced,1182209,20,2023-10-24,2,No,No,Hybrid,Maharashtra,N. Gupta,41-50,High,Senior,2.7,2023
EMP02434,Sneha,Kapoor,Female,42,Sales,Sales Executive,Bachelor,Single,1191433,20,2015-07-26,4,No,No,Remote,Delhi,N. Gupta,41-50,High,Senior,11,2015
EMP02435,Pooja,Naidu,Female,25,HR,HR Executive,Bachelor,Divorced,560962,3,2024-01-08,4,No,No,Hybrid,Telangana,A. Sharma,21-30,Medium,Junior,2.5,2024
EMP02436,Suresh,Kumar,Female,22,Marketing,Digital Marketer,Bachelor,Married,513430,0,2025-02-02,2,No,No,Hybrid,Kerala,R. Mehta,21-30,Medium,Fresher,1.4,2025
EMP02437,Sneha,Naidu,Male,35,IT,Senior Developer,Diploma,Married,830550,6,2020-02-28,4,No,No,Remote,Telangana,A. Sharma,31-40,High,Mid-Level,6.4,2020
EMP02438,Ananya,Singh,Female,31,IT,Senior Developer,Master,Married,701309,1,2025-08-21,3,No,No,Office,Maharashtra,N. Gupta,31-40,Medium,Fresher,0.9,2025
EMP02439,Ishita,Verma,Female,46,IT,Senior Developer,Diploma,Single,1381944,20,2015-09-03,2,No,Yes,Remote,Maharashtra,N. Gupta,41-50,Very High,Senior,10.8,2015
EMP02440,Aisha,Das,Female,38,Finance,Financial Analyst,MBA,Single,922486,9,2020-03-19,4,No,Yes,Remote,Telangana,N. Gupta,31-40,High,Mid-Level,6.3,2020
EMP02441,Ananya,Yadav,Female,41,HR,HR Manager,Bachelor,Married,931760,14,2020-01-24,3,No,No,Remote,Telangana,R. Mehta,41-50,High,Senior,6.4,2020
EMP02442,Aditya,Singh,Female,37,HR,HR Manager,Master,Married,907223,13,2017-12-27,4,Yes,No,Remote,Karnataka,S. Reddy,31-40,High,Senior,8.5,2017
EMP02443,Pooja,Sharma,Female,35,Sales,Sales Executive,MBA,Married,959229,12,2023-03-05,5,Yes,Yes,Hybrid,Karnataka,K. Singh,31-40,High,Senior,3.3,2023
EMP02444,Priya,Nair,Female,31,HR,HR Manager,MBA,Divorced,668075,6,2022-08-13,3,Yes,Yes,Hybrid,Tamil Nadu,K. Singh,31-40,Medium,Mid-Level,3.9,2022
EMP02445,Rohit,Verma,Male,31,Finance,Accountant,MBA,Single,709661,2,2021-09-25,4,No,Yes,Office,Maharashtra,R. Mehta,31-40,Medium,Fresher,4.8,2021
EMP02446,Pooja,Patel,Female,36,HR,HR Manager,Diploma,Divorced,722759,8,2026-03-29,4,No,No,Office,Karnataka,S. Reddy,31-40,Medium,Mid-Level,0.3,2026
EMP02447,Aisha,Mishra,Male,41,Operations,Operations Manager,MBA,Married,890499,11,2025-06-03,4,Yes,Yes,Remote,Andhra Pradesh,N. Gupta,41-50,High,Senior,1.1,2025
EMP02448,Priya,Singh,Male,45,IT,QA Engineer,Bachelor,Single,1168255,15,2018-11-06,3,No,Yes,Remote,Maharashtra,R. Mehta,41-50,High,Senior,7.7,2018
EMP02449,Rahul,Kumar,Male,37,IT,QA Engineer,Bachelor,Divorced,1071275,12,2023-08-12,5,No,No,Office,Karnataka,K. Singh,31-40,High,Senior,2.9,2023
EMP02450,Ananya,Das,Female,40,Sales,Sales Executive,MBA,Divorced,1002376,13,2024-04-08,5,Yes,Yes,Office,Kerala,S. Reddy,31-40,High,Senior,2.2,2024
EMP02451,Pooja,Reddy,Female,40,HR,HR Manager,Bachelor,Single,1135562,19,2020-12-21,4,Yes,Yes,Office,Telangana,A. Sharma,31-40,High,Senior,5.5,2020
EMP02452,Rahul,Nair,Female,28,HR,HR Executive,Master,Divorced,684436,6,2016-03-07,2,Yes,Yes,Remote,Maharashtra,P. Rao,21-30,Medium,Mid-Level,10.3,2016
EMP02453,Priya,Das,Female,43,Marketing,Marketing Executive,Master,Married,1164787,20,2016-10-16,3,No,Yes,Office,Kerala,P. Rao,41-50,High,Senior,9.7,2016
EMP02454,Vivaan,Kapoor,Male,42,Marketing,Digital Marketer,MBA,Single,949234,12,2015-09-23,5,No,No,Hybrid,Kerala,A. Sharma,41-50,High,Senior,10.8,2015
EMP02455,Aditya,Das,Female,33,IT,QA Engineer,MBA,Single,1102349,12,2024-06-28,3,Yes,No,Remote,Delhi,A. Sharma,31-40,High,Senior,2,2024
EMP02456,Ishita,Rao,Male,40,Operations,Operations Manager,Master,Single,1041674,14,2025-12-26,5,No,Yes,Hybrid,Karnataka,P. Rao,31-40,High,Senior,0.5,2025
EMP02457,Arjun,Sharma,Female,48,Sales,Sales Manager,Master,Divorced,1162390,19,2021-12-29,5,Yes,No,Hybrid,Delhi,K. Singh,41-50,High,Senior,4.5,2021
EMP02458,Suresh,Das,Male,31,Marketing,Marketing Executive,Master,Divorced,836797,10,2022-08-25,3,No,No,Hybrid,Kerala,N. Gupta,31-40,High,Mid-Level,3.9,2022
EMP02459,Sneha,Kapoor,Female,46,Operations,Operations Manager,Diploma,Single,1210775,19,2023-01-05,2,No,No,Hybrid,Karnataka,R. Mehta,41-50,Very High,Senior,3.5,2023
EMP02460,Rohit,Kumar,Female,23,IT,Software Engineer,Bachelor,Divorced,720589,1,2018-01-25,4,Yes,Yes,Office,Kerala,S. Reddy,21-30,Medium,Fresher,8.4,2018
EMP02461,Aisha,Gupta,Female,43,Finance,Financial Analyst,Master,Married,1207980,18,2020-04-02,4,No,No,Office,Kerala,A. Sharma,41-50,Very High,Senior,6.3,2020
EMP02462,Neha,Mishra,Female,43,Operations,Operations Executive,Diploma,Single,1092425,15,2024-05-11,4,No,Yes,Hybrid,Kerala,A. Sharma,41-50,High,Senior,2.2,2024
EMP02463,Suresh,Naidu,Male,30,Marketing,Digital Marketer,Bachelor,Divorced,599967,4,2021-07-07,3,No,Yes,Hybrid,Kerala,A. Sharma,21-30,Medium,Junior,5,2021
EMP02464,Aisha,Nair,Male,45,IT,Senior Developer,Master,Divorced,1167958,15,2024-08-08,4,No,No,Hybrid,Tamil Nadu,A. Sharma,41-50,High,Senior,1.9,2024
EMP02465,Varun,Kumar,Male,25,Operations,Operations Executive,MBA,Divorced,659369,4,2016-04-27,4,No,Yes,Remote,Andhra Pradesh,S. Reddy,21-30,Medium,Junior,10.2,2016
EMP02466,Aditya,Das,Male,43,Finance,Accountant,Diploma,Married,1066927,13,2022-08-23,5,No,No,Remote,Telangana,A. Sharma,41-50,High,Senior,3.9,2022
EMP02467,Priya,Sharma,Female,35,IT,QA Engineer,Master,Single,1115932,13,2015-06-28,3,No,No,Hybrid,Kerala,S. Reddy,31-40,High,Senior,11,2015
EMP02468,Meera,Patel,Female,35,IT,QA Engineer,MBA,Divorced,1084037,13,2018-03-25,5,No,No,Office,Delhi,S. Reddy,31-40,High,Senior,8.3,2018
EMP02469,Vivaan,Verma,Male,31,Operations,Operations Executive,Master,Single,813645,9,2023-08-17,5,No,Yes,Remote,Kerala,A. Sharma,31-40,High,Mid-Level,2.9,2023
EMP02470,Vivaan,Kapoor,Male,31,Finance,Financial Analyst,Bachelor,Divorced,679500,2,2024-08-22,3,No,No,Remote,Telangana,R. Mehta,31-40,Medium,Fresher,1.9,2024
EMP02471,Suresh,Naidu,Female,46,IT,System Admin,Diploma,Married,1221328,17,2020-05-22,3,Yes,No,Hybrid,Tamil Nadu,S. Reddy,41-50,Very High,Senior,6.1,2020
EMP02472,Kiran,Kumar,Male,41,Sales,Sales Manager,MBA,Divorced,1000783,14,2016-04-21,4,No,Yes,Hybrid,Telangana,A. Sharma,41-50,High,Senior,10.2,2016
EMP02473,Kiran,Verma,Male,24,Operations,Operations Executive,Master,Single,613312,3,2023-05-02,5,No,No,Remote,Telangana,S. Reddy,21-30,Medium,Junior,3.2,2023
EMP02474,Aarav,Naidu,Male,32,Operations,Operations Executive,Master,Married,709153,6,2022-07-18,4,No,No,Hybrid,Andhra Pradesh,P. Rao,31-40,Medium,Mid-Level,4,2022
EMP02475,Sneha,Kumar,Female,27,IT,System Admin,Diploma,Single,677673,0,2017-10-07,4,No,No,Office,Tamil Nadu,A. Sharma,21-30,Medium,Fresher,8.7,2017
EMP02476,Vivaan,Gupta,Female,31,Marketing,Marketing Executive,Diploma,Single,789397,8,2021-04-28,5,Yes,Yes,Hybrid,Telangana,K. Singh,31-40,Medium,Mid-Level,5.2,2021
EMP02477,Neha,Rao,Male,33,HR,HR Executive,MBA,Divorced,731485,7,2018-08-10,3,No,No,Remote,Maharashtra,R. Mehta,31-40,Medium,Mid-Level,7.9,2018
EMP02478,Nikhil,Kumar,Female,45,Marketing,Digital Marketer,Diploma,Divorced,1125820,19,2016-07-04,5,No,No,Hybrid,Karnataka,P. Rao,41-50,High,Senior,10,2016
EMP02479,Rahul,Kumar,Male,28,Finance,Financial Analyst,Diploma,Married,786569,4,2023-04-23,2,Yes,Yes,Remote,Karnataka,A. Sharma,21-30,Medium,Junior,3.2,2023
EMP02480,Vivaan,Reddy,Female,22,Finance,Financial Analyst,Diploma,Married,635812,0,2022-10-10,5,No,No,Office,Delhi,N. Gupta,21-30,Medium,Fresher,3.7,2022
EMP02481,Aarav,Sharma,Female,41,Operations,Operations Executive,Bachelor,Married,963776,13,2026-04-17,4,No,No,Hybrid,Delhi,R. Mehta,41-50,High,Senior,0.2,2026
EMP02482,Ananya,Kapoor,Female,32,Operations,Operations Manager,Bachelor,Divorced,790490,7,2017-03-11,2,Yes,No,Hybrid,Maharashtra,N. Gupta,31-40,Medium,Mid-Level,9.3,2017
EMP02483,Sneha,Kapoor,Male,37,IT,Software Engineer,Master,Single,1085881,12,2022-09-29,5,Yes,Yes,Remote,Kerala,P. Rao,31-40,High,Senior,3.8,2022
EMP02484,Aditya,Singh,Female,28,Sales,Sales Manager,Diploma,Single,546845,2,2026-05-25,5,No,No,Remote,Karnataka,A. Sharma,21-30,Medium,Fresher,0.1,2026
EMP02485,Ananya,Gupta,Female,29,Sales,Sales Manager,Diploma,Divorced,594340,2,2024-06-07,4,No,No,Office,Karnataka,N. Gupta,21-30,Medium,Fresher,2.1,2024
EMP02486,Kiran,Patel,Male,30,Finance,Financial Analyst,MBA,Married,690278,3,2024-04-25,2,No,Yes,Office,Maharashtra,S. Reddy,21-30,Medium,Junior,2.2,2024
EMP02487,Nikhil,Naidu,Female,46,Finance,Financial Analyst,Diploma,Divorced,1243831,19,2024-08-20,3,Yes,Yes,Hybrid,Maharashtra,A. Sharma,41-50,Very High,Senior,1.9,2024
EMP02488,Ananya,Sharma,Female,47,Marketing,Digital Marketer,Master,Married,1159497,18,2024-07-12,5,Yes,No,Remote,Andhra Pradesh,A. Sharma,41-50,High,Senior,2,2024
EMP02489,Suresh,Kumar,Male,42,Operations,Operations Executive,Master,Single,934012,12,2016-10-05,3,No,No,Office,Telangana,P. Rao,41-50,High,Senior,9.8,2016
EMP02490,Nikhil,Yadav,Female,39,Finance,Financial Analyst,Master,Married,1214496,18,2017-01-11,5,No,No,Remote,Delhi,R. Mehta,31-40,Very High,Senior,9.5,2017
EMP02491,Aarav,Gupta,Male,35,Marketing,Digital Marketer,MBA,Married,885896,11,2019-04-28,2,Yes,No,Hybrid,Telangana,K. Singh,31-40,High,Senior,7.2,2019
EMP02492,Aditya,Sharma,Female,43,Operations,Operations Manager,Bachelor,Divorced,1063983,15,2021-12-09,5,No,No,Office,Telangana,K. Singh,41-50,High,Senior,4.6,2021
EMP02493,Sneha,Yadav,Female,27,IT,System Admin,Master,Divorced,858573,6,2024-12-20,3,No,Yes,Hybrid,Telangana,K. Singh,21-30,High,Mid-Level,1.5,2024
EMP02494,Aarav,Verma,Male,37,Operations,Operations Executive,Diploma,Divorced,850598,10,2018-05-24,2,No,No,Remote,Delhi,N. Gupta,31-40,High,Mid-Level,8.1,2018
EMP02495,Arjun,Reddy,Male,26,Finance,Financial Analyst,Bachelor,Married,783686,4,2016-06-08,4,No,Yes,Hybrid,Kerala,N. Gupta,21-30,Medium,Junior,10.1,2016
EMP02496,Kavya,Patel,Male,47,HR,HR Executive,Master,Single,1175561,20,2021-10-24,5,No,No,Hybrid,Kerala,A. Sharma,41-50,High,Senior,4.7,2021
EMP02497,Rahul,Kapoor,Female,31,Marketing,Digital Marketer,Bachelor,Single,825230,10,2016-02-08,3,No,No,Hybrid,Karnataka,S. Reddy,31-40,High,Mid-Level,10.4,2016
EMP02498,Aisha,Gupta,Female,27,Finance,Accountant,Bachelor,Divorced,695355,3,2025-01-19,4,Yes,No,Remote,Karnataka,R. Mehta,21-30,Medium,Junior,1.5,2025
EMP02499,Sai,Das,Female,27,Operations,Operations Executive,MBA,Single,577796,1,2016-07-03,5,No,No,Hybrid,Kerala,N. Gupta,21-30,Medium,Fresher,10,2016
EMP02500,Aditya,Singh,Male,42,Finance,Accountant,MBA,Divorced,1150968,16,2015-02-02,3,No,No,Hybrid,Tamil Nadu,P. Rao,41-50,High,Senior,11.4,2015
EMP02501,Pooja,Gupta,Female,40,Sales,Sales Manager,Master,Divorced,1132255,18,2022-11-23,5,No,No,Office,Telangana,K. Singh,31-40,High,Senior,3.6,2022
EMP02502,Varun,Yadav,Female,44,Sales,Sales Executive,MBA,Single,1135244,18,2021-11-02,2,No,No,Remote,Kerala,K. Singh,41-50,High,Senior,4.7,2021
EMP02503,Aisha,Kapoor,Female,42,Finance,Financial Analyst,Bachelor,Divorced,1113645,14,2024-10-19,5,No,Yes,Office,Delhi,N. Gupta,41-50,High,Senior,1.7,2024
EMP02504,Nikhil,Das,Female,45,HR,HR Manager,Master,Married,1137465,19,2019-09-03,5,Yes,No,Office,Andhra Pradesh,N. Gupta,41-50,High,Senior,6.8,2019
EMP02505,Ananya,Gupta,Male,32,Finance,Accountant,Diploma,Divorced,714022,4,2022-05-04,5,No,No,Office,Tamil Nadu,S. Reddy,31-40,Medium,Junior,4.2,2022
EMP02506,Rohit,Yadav,Female,24,HR,HR Executive,Diploma,Single,448136,0,2024-07-29,2,Yes,No,Hybrid,Telangana,R. Mehta,21-30,Low,Fresher,1.9,2024
EMP02507,Kavya,Sharma,Female,32,IT,System Admin,Bachelor,Divorced,897796,7,2024-06-06,3,No,No,Remote,Delhi,R. Mehta,31-40,High,Mid-Level,2.1,2024
EMP02508,Aisha,Kumar,Female,38,Finance,Financial Analyst,Diploma,Single,957617,10,2015-10-06,3,No,No,Remote,Telangana,R. Mehta,31-40,High,Mid-Level,10.8,2015
EMP02509,Ananya,Das,Male,40,Sales,Sales Manager,MBA,Divorced,1212377,19,2026-02-08,4,No,Yes,Remote,Tamil Nadu,N. Gupta,31-40,Very High,Senior,0.4,2026
EMP02510,Suresh,Yadav,Female,31,HR,HR Executive,Master,Married,622832,5,2018-12-13,2,No,Yes,Hybrid,Tamil Nadu,N. Gupta,31-40,Medium,Junior,7.6,2018
EMP02511,Rohit,Reddy,Female,44,HR,HR Executive,Diploma,Divorced,1117591,18,2021-08-04,2,No,Yes,Office,Andhra Pradesh,R. Mehta,41-50,High,Senior,4.9,2021
EMP02512,Sneha,Das,Female,29,HR,HR Executive,MBA,Single,482477,1,2020-03-13,4,No,Yes,Hybrid,Kerala,N. Gupta,21-30,Low,Fresher,6.3,2020
EMP02513,Nikhil,Gupta,Female,47,IT,Software Engineer,Bachelor,Divorced,1251214,17,2022-02-17,2,No,Yes,Office,Telangana,R. Mehta,41-50,Very High,Senior,4.4,2022
EMP02514,Aditya,Reddy,Male,36,IT,Software Engineer,Bachelor,Single,1021495,11,2023-01-15,4,No,No,Hybrid,Maharashtra,A. Sharma,31-40,High,Senior,3.5,2023
EMP02515,Ishita,Joshi,Male,43,Operations,Operations Executive,Master,Single,1141764,18,2025-01-21,4,Yes,Yes,Office,Maharashtra,N. Gupta,41-50,High,Senior,1.5,2025
EMP02516,Meera,Joshi,Female,41,Operations,Operations Manager,Bachelor,Single,996011,13,2018-09-16,5,No,Yes,Hybrid,Andhra Pradesh,K. Singh,41-50,High,Senior,7.8,2018
EMP02517,Aarav,Rao,Male,41,IT,System Admin,Master,Married,1284960,17,2019-05-12,5,No,Yes,Office,Telangana,K. Singh,41-50,Very High,Senior,7.2,2019
EMP02518,Meera,Patel,Male,50,Marketing,Marketing Executive,Diploma,Single,1208683,20,2020-06-08,2,No,Yes,Hybrid,Karnataka,N. Gupta,41-50,Very High,Senior,6.1,2020
EMP02519,Vivaan,Singh,Female,27,HR,HR Manager,Diploma,Married,554263,3,2024-04-22,2,No,Yes,Hybrid,Tamil Nadu,R. Mehta,21-30,Medium,Junior,2.2,2024
EMP02520,Sai,Rao,Female,46,Marketing,Marketing Executive,MBA,Married,1124531,17,2016-04-28,3,No,No,Hybrid,Andhra Pradesh,A. Sharma,41-50,High,Senior,10.2,2016
EMP02521,Arjun,Joshi,Male,28,Marketing,Marketing Executive,MBA,Divorced,722422,7,2025-10-24,5,No,Yes,Hybrid,Delhi,S. Reddy,21-30,Medium,Mid-Level,0.7,2025
EMP02522,Kavya,Kumar,Female,38,Sales,Sales Manager,Bachelor,Divorced,828407,10,2024-04-16,3,No,No,Remote,Karnataka,A. Sharma,31-40,High,Mid-Level,2.2,2024
EMP02523,Meera,Rao,Male,34,IT,System Admin,MBA,Single,1051588,11,2021-08-31,5,No,No,Remote,Tamil Nadu,K. Singh,31-40,High,Senior,4.8,2021
EMP02524,Aisha,Das,Female,32,Marketing,Marketing Executive,Diploma,Single,602880,3,2017-07-08,2,Yes,No,Office,Maharashtra,A. Sharma,31-40,Medium,Junior,9,2017
EMP02525,Vivaan,Kapoor,Female,41,HR,HR Manager,Bachelor,Divorced,947597,14,2023-04-05,5,Yes,No,Remote,Telangana,N. Gupta,41-50,High,Senior,3.3,2023
EMP02526,Kavya,Singh,Female,32,Operations,Operations Executive,Bachelor,Single,589273,2,2018-12-24,4,No,No,Remote,Karnataka,K. Singh,31-40,Medium,Fresher,7.5,2018
EMP02527,Sneha,Joshi,Female,36,Operations,Operations Manager,Master,Married,941594,12,2020-06-23,3,No,No,Hybrid,Tamil Nadu,R. Mehta,31-40,High,Senior,6,2020
EMP02528,Kiran,Mishra,Male,36,Finance,Accountant,MBA,Divorced,981670,10,2015-03-03,3,No,No,Remote,Kerala,S. Reddy,31-40,High,Mid-Level,11.3,2015
EMP02529,Rohit,Joshi,Female,34,Sales,Sales Executive,MBA,Married,958856,12,2026-06-20,5,No,No,Hybrid,Delhi,S. Reddy,31-40,High,Senior,0,2026
EMP02530,Rahul,Gupta,Male,24,IT,System Admin,Master,Single,692942,0,2024-12-15,4,No,No,Remote,Telangana,S. Reddy,21-30,Medium,Fresher,1.6,2024
EMP02531,Rahul,Singh,Male,25,Operations,Operations Manager,MBA,Divorced,589218,2,2023-10-15,3,No,No,Office,Maharashtra,A. Sharma,21-30,Medium,Fresher,2.7,2023
EMP02532,Aditya,Kumar,Male,36,Finance,Financial Analyst,Bachelor,Single,963444,11,2020-05-12,3,No,Yes,Hybrid,Tamil Nadu,S. Reddy,31-40,High,Senior,6.2,2020
EMP02533,Ishita,Sharma,Female,34,HR,HR Executive,Diploma,Divorced,614747,5,2021-10-16,5,No,No,Remote,Tamil Nadu,A. Sharma,31-40,Medium,Junior,4.7,2021
EMP02534,Neha,Sharma,Female,42,Sales,Sales Executive,Master,Divorced,1001574,13,2018-04-25,5,Yes,No,Hybrid,Maharashtra,A. Sharma,41-50,High,Senior,8.2,2018
EMP02535,Kiran,Sharma,Male,44,Sales,Sales Manager,MBA,Divorced,1209066,20,2018-12-03,5,No,No,Hybrid,Telangana,N. Gupta,41-50,Very High,Senior,7.6,2018
EMP02536,Aarav,Yadav,Female,40,Marketing,Digital Marketer,Diploma,Single,897979,12,2020-06-22,5,No,Yes,Office,Tamil Nadu,S. Reddy,31-40,High,Senior,6,2020
EMP02537,Sneha,Joshi,Male,33,Operations,Operations Manager,MBA,Divorced,631871,4,2024-02-02,3,No,No,Hybrid,Karnataka,N. Gupta,31-40,Medium,Junior,2.4,2024
EMP02538,Arjun,Sharma,Male,37,HR,HR Executive,Diploma,Married,908308,13,2020-02-17,3,No,No,Office,Kerala,P. Rao,31-40,High,Senior,6.4,2020
EMP02539,Aarav,Rao,Female,33,Sales,Sales Executive,Diploma,Divorced,645929,4,2021-07-04,4,No,No,Hybrid,Telangana,S. Reddy,31-40,Medium,Junior,5,2021
EMP02540,Suresh,Das,Male,24,Marketing,Digital Marketer,Bachelor,Single,520240,2,2023-08-01,4,Yes,No,Hybrid,Andhra Pradesh,A. Sharma,21-30,Medium,Fresher,2.9,2023
EMP02541,Ishita,Reddy,Female,42,Sales,Sales Executive,Master,Married,1227959,20,2026-06-19,4,No,No,Hybrid,Andhra Pradesh,R. Mehta,41-50,Very High,Senior,0,2026
EMP02542,Sai,Nair,Male,48,Sales,Sales Manager,Diploma,Married,1241524,20,2019-12-15,4,No,Yes,Office,Kerala,S. Reddy,41-50,Very High,Senior,6.6,2019
EMP02543,Pooja,Reddy,Male,28,Operations,Operations Manager,Bachelor,Divorced,698790,4,2015-04-25,3,No,Yes,Hybrid,Kerala,S. Reddy,21-30,Medium,Junior,11.2,2015
EMP02544,Suresh,Gupta,Female,23,Marketing,Digital Marketer,Bachelor,Married,481966,0,2015-09-07,2,No,No,Remote,Karnataka,S. Reddy,21-30,Low,Fresher,10.8,2015
EMP02545,Priya,Das,Male,31,IT,Senior Developer,Master,Divorced,735561,3,2023-01-02,4,No,No,Remote,Delhi,S. Reddy,31-40,Medium,Junior,3.5,2023
EMP02546,Meera,Joshi,Female,26,Finance,Accountant,Master,Single,768580,5,2016-01-25,2,No,No,Hybrid,Kerala,P. Rao,21-30,Medium,Junior,10.4,2016
EMP02547,Vivaan,Naidu,Male,26,Marketing,Marketing Executive,Master,Married,609664,3,2022-05-07,5,No,Yes,Remote,Maharashtra,R. Mehta,21-30,Medium,Junior,4.2,2022
EMP02548,Kavya,Kumar,Female,28,IT,QA Engineer,Master,Single,897383,7,2018-10-11,3,No,No,Remote,Telangana,N. Gupta,21-30,High,Mid-Level,7.7,2018
EMP02549,Sai,Yadav,Female,25,Finance,Financial Analyst,Bachelor,Single,668154,1,2020-12-19,5,No,No,Office,Andhra Pradesh,N. Gupta,21-30,Medium,Fresher,5.5,2020
EMP02550,Meera,Singh,Male,28,Sales,Sales Manager,MBA,Single,647957,3,2016-01-19,5,No,No,Hybrid,Delhi,N. Gupta,21-30,Medium,Junior,10.5,2016
EMP02551,Pooja,Naidu,Male,40,Sales,Sales Executive,Bachelor,Single,823634,10,2019-09-28,4,Yes,Yes,Remote,Andhra Pradesh,P. Rao,31-40,High,Mid-Level,6.8,2019
EMP02552,Arjun,Naidu,Female,36,Finance,Financial Analyst,Bachelor,Single,925024,8,2025-07-30,3,No,No,Office,Delhi,A. Sharma,31-40,High,Mid-Level,0.9,2025
EMP02553,Kavya,Kumar,Female,45,Finance,Financial Analyst,Diploma,Married,1166312,16,2019-09-01,5,No,Yes,Hybrid,Andhra Pradesh,P. Rao,41-50,High,Senior,6.8,2019
EMP02554,Arjun,Patel,Male,39,IT,Senior Developer,Bachelor,Divorced,1047608,12,2020-11-27,4,No,No,Office,Telangana,P. Rao,31-40,High,Senior,5.6,2020
EMP02555,Aarav,Kumar,Male,39,Marketing,Marketing Executive,Master,Married,1056607,16,2021-04-29,3,No,No,Office,Tamil Nadu,R. Mehta,31-40,High,Senior,5.2,2021
EMP02556,Suresh,Rao,Female,45,IT,System Admin,Bachelor,Single,1348327,19,2024-08-28,5,No,No,Remote,Delhi,R. Mehta,41-50,Very High,Senior,1.9,2024
EMP02557,Ananya,Singh,Male,40,Sales,Sales Executive,Diploma,Married,958582,12,2016-07-03,2,Yes,No,Hybrid,Telangana,N. Gupta,31-40,High,Senior,10,2016
